PID;DayCareType;Daycare_Name;Mailing_City;Mailing_State;Mailing_Address;Mailing_Zip;Telephone;URL;Capacity (optional);Age Range (optional);Original_Name;Normalized_Name;Normalized_Name_Core;Search_Name_Primary;Search_Name_Variants;Cleaning_Rules_Applied
2338748;Church/Synagogue;TEMPLE EMANUEL PRE-SCH & KDGN;Denver;CO;;;;;;,,;TEMPLE EMANUEL PRE-SCH & KDGN;TEMPLE EMANUEL PRE SCH AND KDGN;TEMPLE EMANUEL;TEMPLE EMANUEL PRE SCH AND KINDERGARTEN;TEMPLE EMANUEL PRE SCH AND KINDERGARTEN || TEMPLE EMANUEL PRESCHOOL SCH AND KDGN || TEMPLE EMANUEL PRE SCHOOL AND KDGN || TEMPLE EMANUEL PRESCHOOL AND KDGN || TEMPLE EMANUEL PRE SCH AND KDGN || TEMPLE EMANUEL AND || TEMPLE EMANUEL;PRE->PRESCHOOL || PRE->PRE SCHOOL || SCH->SCHOOL || KDGN->KINDERGARTEN || PRE SCH->PRESCHOOL
2338853;Church/Synagogue;TREASURELAND PRE-SCHOOL;Denver;CO;;;;;;,,;TREASURELAND PRE-SCHOOL;TREASURELAND PRESCHOOL;TREASURELAND;TREASURELAND PRESCHOOL;TREASURELAND PRESCHOOL || TREASURELAND;
2339003;Independent Center;JOYFUL MISSION PRE-SCHOOL;Parker;CO;;;;;;,,;JOYFUL MISSION PRE-SCHOOL;JOYFUL MISSION PRESCHOOL;JOYFUL MISSION;JOYFUL MISSION PRESCHOOL;JOYFUL MISSION PRESCHOOL || JOYFUL MISSION;
2340026;Church/Synagogue;ROCK OF AGES LUTH DAY CARE CTR;Colorado Springs;CO;;;;;;,,;ROCK OF AGES LUTH DAY CARE CTR;ROCK OF AGES LUTH DAY CARE CTR;ROCK AGES LUTH;ROCK OF AGES LUTHERAN DAY CARE CTR;ROCK OF AGES LUTHERAN DAY CARE CTR || ROCK OF AGES LUTH DAY CARE CENTER || ROCK OF AGES LUTH DAY CARE CENTRE || ROCK OF AGES LUTH DAY CARE CTR || ROCK OF AGES LUTH || ROCK AGES LUTH;LUTH->LUTHERAN || CTR->CENTER || CTR->CENTRE
2344515;Church/Synagogue;ST PAUL'S NURSERY SCHOOL;Fairfield;CT;;;;;;,,;ST PAUL'S NURSERY SCHOOL;ST PAULS NURSERY SCHOOL;ST PAULS;SAINT PAULS NURSERY SCHOOL;SAINT PAULS NURSERY SCHOOL || ST PAULS NURSERY SCHOOL || ST PAULS;ST->SAINT || ST->ST
2344888;Independent Center;PLAYLAND NURSERY SCHOOL;New Canaan;CT;;;;;;,,;PLAYLAND NURSERY SCHOOL;PLAYLAND NURSERY SCHOOL;PLAYLAND;PLAYLAND NURSERY SCHOOL;PLAYLAND NURSERY SCHOOL || PLAYLAND;
2348688;Independent Center;SCHOOL FOR YOUNG CHILDREN;West Hartford;CT;;;;;;,,;SCHOOL FOR YOUNG CHILDREN;SCHOOL FOR YOUNG CHILDREN;YOUNG;SCHOOL FOR YOUNG CHILDREN;SCHOOL FOR YOUNG CHILDREN || FOR YOUNG || YOUNG;
2348755;Independent Center;WHITING LANE EXT DAY CARE;West Hartford;CT;;;;;;,,;WHITING LANE EXT DAY CARE;WHITING LANE EXT DAY CARE;WHITING LANE EXT;WHITING LANE EXT DAY CARE;WHITING LANE EXT DAY CARE || WHITING LANE EXT;
2350071;Independent Center;BRANFORD EARLY LEARNING CENTER;Branford;CT;;;;;;,,;BRANFORD EARLY LEARNING CENTER;BRANFORD EARLY LEARNING CENTER;EARLY LEARNING CENTER;BRANFORD EARLY LEARNING CENTER;BRANFORD EARLY LEARNING CENTER || EARLY LEARNING CENTER || BRANFORD;removed city tokens from core: BRANFORD
2357380;Church/Synagogue;ST TIMOTHYS NURSERY SCHOOL CDC;Washington;DC;;;;;;,,;ST TIMOTHYS NURSERY SCHOOL CDC;ST TIMOTHYS NURSERY SCHOOL CDC;ST TIMOTHYS;ST TIMOTHYS NURSERY SCHOOL CHILD DEVELOPMENT CENTER;ST TIMOTHYS NURSERY SCHOOL CHILD DEVELOPMENT CENTER || SAINT TIMOTHYS NURSERY SCHOOL CDC || ST TIMOTHYS NURSERY SCHOOL CDC || ST TIMOTHYS;ST->SAINT || ST->ST || CDC->CHILD DEVELOPMENT CENTER
2359637;Church/Synagogue;FIRST BAPTIST PRE-SCH LRNG CTR;Pompano Beach;FL;;;;;;,,;FIRST BAPTIST PRE-SCH LRNG CTR;FIRST BAPTIST PRE SCH LRNG CTR;FIRST BAPTIST LRNG;FIRST BAPTIST PRESCHOOL SCH LRNG CTR;FIRST BAPTIST PRESCHOOL SCH LRNG CTR || FIRST BAPTIST PRE SCH LEARNING CTR || FIRST BAPTIST PRE SCHOOL LRNG CTR || FIRST BAPTIST PRE SCH LRNG CENTER || FIRST BAPTIST PRE SCH LRNG CENTRE || FIRST BAPTIST PRESCHOOL LRNG CTR || FIRST BAPTIST PRE SCH LRNG CTR || FIRST BAPTIST LRNG;PRE->PRESCHOOL || PRE->PRE SCHOOL || SCH->SCHOOL || LRNG->LEARNING || CTR->CENTER || CTR->CENTRE || PRE SCH->PRESCHOOL
2359807;Church/Synagogue;HAPPYLAND DAY SCHOOL;Fort Lauderdale;FL;;;;;;,,;HAPPYLAND DAY SCHOOL;HAPPYLAND DAY SCHOOL;HAPPYLAND;HAPPYLAND DAY SCHOOL;HAPPYLAND DAY SCHOOL || HAPPYLAND;
2363767;Church/Synagogue;1ST UNITED METHODIST CHRN SCH;Homestead;FL;;;;;;,,;1ST UNITED METHODIST CHRN SCH;1ST UNITED METHODIST CHRN SCH;1ST UNITED METHODIST CHRN;1ST UNITED METHODIST CHILDREN SCH;1ST UNITED METHODIST CHILDREN SCH || 1ST UNITED METHODIST CHRN SCHOOL || 1ST UNITED METHODIST CHRN SCH || 1ST UNITED METHODIST CHRN;CHRN->CHILDREN || SCH->SCHOOL
2371221;Independent Center;HAPPY ACRES RANCH;Jacksonville;FL;;;;;;,,;HAPPY ACRES RANCH;HAPPY ACRES RANCH;HAPPY ACRES RANCH;HAPPY ACRES RANCH;HAPPY ACRES RANCH;
2371453;Independent Center;MICHELE BLOCK YELADIN PRE-SCH;Jacksonville;FL;;;;;;,,;MICHELE BLOCK YELADIN PRE-SCH;MICHELE BLOCK YELADIN PRE SCH;MICHELE BLOCK YELADIN;MICHELE BLOCK YELADIN PRESCHOOL SCH;MICHELE BLOCK YELADIN PRESCHOOL SCH || MICHELE BLOCK YELADIN PRE SCHOOL || MICHELE BLOCK YELADIN PRESCHOOL || MICHELE BLOCK YELADIN PRE SCH || MICHELE BLOCK YELADIN;PRE->PRESCHOOL || PRE->PRE SCHOOL || SCH->SCHOOL || PRE SCH->PRESCHOOL
2375588;Independent Center;ALPHABET LEARNING CENTER;Tampa;FL;;;;;;,,;ALPHABET LEARNING CENTER;ALPHABET LEARNING CENTER;ALPHABET;ALPHABET LEARNING CENTER;ALPHABET LEARNING CENTER || ALPHABET;
2377421;Church/Synagogue;PALMA CEIA UNITED METH DAY SCH;Tampa;FL;;;;;;,,;PALMA CEIA UNITED METH DAY SCH;PALMA CEIA UNITED METH DAY SCH;PALMA CEIA UNITED METH;PALMA CEIA UNITED METHODIST DAY SCH;PALMA CEIA UNITED METHODIST DAY SCH || PALMA CEIA UNITED METH DAY SCHOOL || PALMA CEIA UNITED METH DAY SCH || PALMA CEIA UNITED METH;METH->METHODIST || SCH->SCHOOL
2381824;Church/Synagogue;WEE WORLD CHILD DEV CTR;Palmetto;FL;;;;;;,,;WEE WORLD CHILD DEV CTR;WEE WORLD CHILD DEV CTR;WEE WORLD;WEE WORLD CHILD DEVELOPMENT CENTER;WEE WORLD CHILD DEVELOPMENT CENTER || WEE WORLD CHILD DEVELOPMENT CTR || WEE WORLD CHILD DEV CENTER || WEE WORLD CHILD DEV CENTRE || WEE WORLD CHILD DEV CTR || WEE WORLD;DEV->DEVELOPMENT || CTR->CENTER || CTR->CENTRE || DEV CTR->DEVELOPMENT CENTER
2382799;Independent Center;GERTRUDE WALDEN CHILD CARE CTR;Stuart;FL;;;;;;,,;GERTRUDE WALDEN CHILD CARE CTR;GERTRUDE WALDEN CHILD CARE CTR;GERTRUDE WALDEN;GERTRUDE WALDEN CHILD CARE CENTER;GERTRUDE WALDEN CHILD CARE CENTER || GERTRUDE WALDEN CHILD CARE CENTRE || GERTRUDE WALDEN CHILD CARE CTR || GERTRUDE WALDEN;CTR->CENTER || CTR->CENTRE
2385777;College/University Based;U C F CREATIVE SCH FOR CHILD;Orlando;FL;;;;;;,,;U C F CREATIVE SCH FOR CHILD;U C F CREATIVE SCH FOR CHILD;U C F CREATIVE;U C F CREATIVE SCHOOL FOR CHILD;U C F CREATIVE SCHOOL FOR CHILD || U C F CREATIVE SCH FOR CHILD || U C F CREATIVE FOR || U C F CREATIVE;SCH->SCHOOL
2392940;Independent Center;GINGERBREAD SCHOOL AZALEA;St Petersburg;FL;;;;;;,,;GINGERBREAD SCHOOL AZALEA;GINGERBREAD SCHOOL AZALEA;GINGERBREAD AZALEA;GINGERBREAD SCHOOL AZALEA;GINGERBREAD SCHOOL AZALEA || GINGERBREAD AZALEA;
2398786;Independent Center;GINGERBREAD SCHOOL-BARDMOOR;Seminole;FL;;;;;;,,;GINGERBREAD SCHOOL-BARDMOOR;GINGERBREAD SCHOOL BARDMOOR;GINGERBREAD BARDMOOR;GINGERBREAD SCHOOL BARDMOOR;GINGERBREAD SCHOOL BARDMOOR || GINGERBREAD BARDMOOR;
2398968;Church/Synagogue;TRINITY PRESBYTERIAN PRE-SCH;Clearwater;FL;;;;;;,,;TRINITY PRESBYTERIAN PRE-SCH;TRINITY PRESBYTERIAN PRE SCH;TRINITY PRESBYTERIAN;TRINITY PRESBYTERIAN PRESCHOOL SCH;TRINITY PRESBYTERIAN PRESCHOOL SCH || TRINITY PRESBYTERIAN PRE SCHOOL || TRINITY PRESBYTERIAN PRESCHOOL || TRINITY PRESBYTERIAN PRE SCH || TRINITY PRESBYTERIAN;PRE->PRESCHOOL || PRE->PRE SCHOOL || SCH->SCHOOL || PRE SCH->PRESCHOOL
2400377;Church/Synagogue;FIRST UNITED METHODIST PRE-SCH;Lake Wales;FL;;;;;;,,;FIRST UNITED METHODIST PRE-SCH;FIRST UNITED METHODIST PRE SCH;FIRST UNITED METHODIST;FIRST UNITED METHODIST PRESCHOOL SCH;FIRST UNITED METHODIST PRESCHOOL SCH || FIRST UNITED METHODIST PRE SCHOOL || FIRST UNITED METHODIST PRESCHOOL || FIRST UNITED METHODIST PRE SCH || FIRST UNITED METHODIST;PRE->PRESCHOOL || PRE->PRE SCHOOL || SCH->SCHOOL || PRE SCH->PRESCHOOL
2406280;Independent Center;SKYLINE CHRISTIAN ACADEMY;Ellenwood;GA;;;;;;,,;SKYLINE CHRISTIAN ACADEMY;SKYLINE CHRISTIAN ACADEMY;SKYLINE CHRISTIAN;SKYLINE CHRISTIAN ACADEMY;SKYLINE CHRISTIAN ACADEMY || SKYLINE CHRISTIAN;
2413506;Independent Center;JOYLAND EARLY LEARNING CENTER;Gainesville;GA;;;;;;,,;JOYLAND EARLY LEARNING CENTER;JOYLAND EARLY LEARNING CENTER;JOYLAND;JOYLAND EARLY LEARNING CENTER;JOYLAND EARLY LEARNING CENTER || JOYLAND;
2418154;Church/Synagogue;ST CLEMENTS SCHOOL;Honolulu;HI;;;;;;,,;ST CLEMENTS SCHOOL;ST CLEMENTS SCHOOL;ST CLEMENTS;SAINT CLEMENTS SCHOOL;SAINT CLEMENTS SCHOOL || ST CLEMENTS SCHOOL || ST CLEMENTS;ST->SAINT || ST->ST
2419392;Church/Synagogue;KAHULUI BAPTIST PRE-SCHOOL;Kahului;HI;;;;;;,,;KAHULUI BAPTIST PRE-SCHOOL;KAHULUI BAPTIST PRESCHOOL;BAPTIST;KAHULUI BAPTIST PRESCHOOL;KAHULUI BAPTIST PRESCHOOL || KAHULUI BAPTIST || BAPTIST;removed city tokens from core: KAHULUI
2423446;Independent Center;ZEARING CHILD ENRICHMENT CTR;Princeton;IL;;;;;;,,;ZEARING CHILD ENRICHMENT CTR;ZEARING CHILD ENRICHMENT CTR;ZEARING ENRICHMENT;ZEARING CHILD ENRICHMENT CENTER;ZEARING CHILD ENRICHMENT CENTER || ZEARING CHILD ENRICHMENT CENTRE || ZEARING CHILD ENRICHMENT CTR || ZEARING ENRICHMENT;CTR->CENTER || CTR->CENTRE
2424828;Independent Center;ST DAVID'S NURSERY SCHOOL;Glenview;IL;;;;;;,,;ST DAVID'S NURSERY SCHOOL;ST DAVIDS NURSERY SCHOOL;ST DAVIDS;SAINT DAVIDS NURSERY SCHOOL;SAINT DAVIDS NURSERY SCHOOL || ST DAVIDS NURSERY SCHOOL || ST DAVIDS;ST->SAINT || ST->ST
2424830;Independent Center;WESLEY CHILD CARE CENTER;Glenview;IL;;;;;;,,;WESLEY CHILD CARE CENTER;WESLEY CHILD CARE CENTER;WESLEY;WESLEY CHILD CARE CENTER;WESLEY CHILD CARE CENTER || WESLEY;
2427959;College/University Based;MORAINE VALLEY CMTY CLGE CCC;Palos Hills;IL;;;;;;,,;MORAINE VALLEY CMTY CLGE CCC;MORAINE VALLEY CMTY CLGE CCC;MORAINE VALLEY CMTY CLGE;MORAINE VALLEY CMTY CLGE CHILD CARE CENTER;MORAINE VALLEY CMTY CLGE CHILD CARE CENTER || MORAINE VALLEY COMMUNITY CLGE CCC || MORAINE VALLEY CMTY CLGE CCC || MORAINE VALLEY CMTY CLGE;CMTY->COMMUNITY || CCC->CHILD CARE CENTER
2428654;Independent Center;GADS HILL CENTER AFTER SCHOOL;Chicago;IL;;;;;;,,;GADS HILL CENTER AFTER SCHOOL;GADS HILL CENTER AFTER SCHOOL;GADS HILL AFTER;GADS HILL CENTER AFTER SCHOOL;GADS HILL CENTER AFTER SCHOOL || GADS HILL AFTER;
2429103;Independent Center;LINCOLN PARK CO-OP NURSERY SCH;Chicago;IL;;;;;;,,;LINCOLN PARK CO-OP NURSERY SCH;LINCOLN PARK COOP NURSERY SCH;LINCOLN PARK COOP;LINCOLN PARK COOPERATIVE NURSERY SCH;LINCOLN PARK COOPERATIVE NURSERY SCH || LINCOLN PARK COOP NURSERY SCHOOL || LINCOLN PARK COOP NURSERY SCH || LINCOLN PARK COOP;COOP->COOPERATIVE || SCH->SCHOOL
2430487;Independent Center;ALBANY PARK CMTY DAY CARE CTR;Chicago;IL;;;;;;,,;ALBANY PARK CMTY DAY CARE CTR;ALBANY PARK CMTY DAY CARE CTR;ALBANY PARK CMTY;ALBANY PARK COMMUNITY DAY CARE CTR;ALBANY PARK COMMUNITY DAY CARE CTR || ALBANY PARK CMTY DAY CARE CENTER || ALBANY PARK CMTY DAY CARE CENTRE || ALBANY PARK CMTY DAY CARE CTR || ALBANY PARK CMTY;CMTY->COMMUNITY || CTR->CENTER || CTR->CENTRE
2431675;Independent Center;BEVERLY CASTLE ACADEMY;Chicago;IL;;;;;;,,;BEVERLY CASTLE ACADEMY;BEVERLY CASTLE ACADEMY;BEVERLY CASTLE;BEVERLY CASTLE ACADEMY;BEVERLY CASTLE ACADEMY || BEVERLY CASTLE;
2433764;Church/Synagogue;TODDLERS CAMPUS;Wheaton;IL;;;;;;,,;TODDLERS CAMPUS;TODDLERS CAMPUS;TODDLERS CAMPUS;TODDLERS CAMPUS;TODDLERS CAMPUS;
2433843;Church/Synagogue;CMTY PRESBY CHLDRN'S PROGRAM;Clarendon Hills;IL;;;;;;,,;CMTY PRESBY CHLDRN'S PROGRAM;CMTY PRESBY CHLDRNS PROGRAM;CMTY PRESBY CHLDRNS;CMTY PRESBYTERIAN CHLDRNS PROGRAM;CMTY PRESBYTERIAN CHLDRNS PROGRAM || COMMUNITY PRESBY CHLDRNS PROGRAM || CMTY PRESBY CHLDRNS PROGRAM || CMTY PRESBY CHLDRNS;CMTY->COMMUNITY || PRESBY->PRESBYTERIAN
2434172;Independent Center;LEARNING IS FUN NURSERY SCHOOL;Naperville;IL;;;;;;,,;LEARNING IS FUN NURSERY SCHOOL;LEARNING IS FUN NURSERY SCHOOL;IS FUN;LEARNING IS FUN NURSERY SCHOOL;LEARNING IS FUN NURSERY SCHOOL || IS FUN;
2435009;Independent Center;GENESEO DEV & GROWTH;Geneseo;IL;;;;;;,,;GENESEO DEV & GROWTH;GENESEO DEV AND GROWTH;GROWTH;GENESEO DEVELOPMENT AND GROWTH;GENESEO DEVELOPMENT AND GROWTH || GENESEO DEV AND GROWTH || GENESEO AND GROWTH || GENESEO GROWTH || GROWTH;DEV->DEVELOPMENT || removed city tokens from core: GENESEO
2435243;Independent Center;RAINBOWS END;Carbondale;IL;;;;;;,,;RAINBOWS END;RAINBOWS END;RAINBOWS END;RAINBOWS END;RAINBOWS END;
2436405;Church/Synagogue;MORIAH PRE-SCHOOL DAY CARE CTR;Deerfield;IL;;;;;;,,;MORIAH PRE-SCHOOL DAY CARE CTR;MORIAH PRESCHOOL DAY CARE CTR;MORIAH;MORIAH PRESCHOOL DAY CARE CENTER;MORIAH PRESCHOOL DAY CARE CENTER || MORIAH PRESCHOOL DAY CARE CENTRE || MORIAH PRESCHOOL DAY CARE CTR || MORIAH;CTR->CENTER || CTR->CENTRE
2436558;Church/Synagogue;PAUL & SYLVIA STEINBERG PS;Highland Park;IL;;;;;;,,;PAUL & SYLVIA STEINBERG PS;PAUL AND SYLVIA STEINBERG PS;PAUL SYLVIA STEINBERG PS;PAUL AND SYLVIA STEINBERG PS;PAUL AND SYLVIA STEINBERG PS || PAUL SYLVIA STEINBERG PS;
2437019;Independent Center;BUSY BEES CHILDRENS CENTER;Waukegan;IL;;;;;;,,;BUSY BEES CHILDRENS CENTER;BUSY BEES CHILDRENS CENTER;BUSY BEES;BUSY BEES CHILDRENS CENTER;BUSY BEES CHILDRENS CENTER || BUSY BEES;
2437605;Independent Center;FRIENDSHIP HOUSE DAY CARE;Crystal Lake;IL;;;;;;,,;FRIENDSHIP HOUSE DAY CARE;FRIENDSHIP HOUSE DAY CARE;FRIENDSHIP HOUSE;FRIENDSHIP HOUSE DAY CARE;FRIENDSHIP HOUSE DAY CARE || FRIENDSHIP HOUSE;
2440262;Other Chains;ROGY'S LRNG PLACE;Peoria Heights;IL;;;;;;,,;ROGY'S LRNG PLACE;ROGYS LRNG PLACE;ROGYS LRNG PLACE;ROGYS LEARNING PLACE;ROGYS LEARNING PLACE || ROGYS LRNG PLACE;LRNG->LEARNING
2444191;Church/Synagogue;GRACE LUTH PRE-SCH & NURSERY;Loves Park;IL;;;;;;,,;GRACE LUTH PRE-SCH & NURSERY;GRACE LUTH PRE SCH AND NURSERY;GRACE LUTH;GRACE LUTH PRESCHOOL SCH AND NURSERY;GRACE LUTH PRESCHOOL SCH AND NURSERY || GRACE LUTHERAN PRE SCH AND NURSERY || GRACE LUTH PRE SCHOOL AND NURSERY || GRACE LUTH PRESCHOOL AND NURSERY || GRACE LUTH PRE SCH AND NURSERY || GRACE LUTH AND || GRACE LUTH;LUTH->LUTHERAN || PRE->PRESCHOOL || PRE->PRE SCHOOL || SCH->SCHOOL || PRE SCH->PRESCHOOL
2447088;Church/Synagogue;JEWISH CMTY EARLY CHLDHD CTR;Indianapolis;IN;;;;;;,,;JEWISH CMTY EARLY CHLDHD CTR;JEWISH CMTY EARLY CHLDHD CTR;JEWISH CMTY CHLDHD;JEWISH COMMUNITY EARLY CHLDHD CTR;JEWISH COMMUNITY EARLY CHLDHD CTR || JEWISH CMTY EARLY CHILDHOOD CTR || JEWISH CMTY EARLY CHLDHD CENTER || JEWISH CMTY EARLY CHLDHD CENTRE || JEWISH CMTY EARLY CHLDHD CTR || JEWISH CMTY CHLDHD;CMTY->COMMUNITY || CHLDHD->CHILDHOOD || CTR->CENTER || CTR->CENTRE
2448070;College/University Based;IN UNIV CAMPUS CHILDREN'S CTR;Bloomington;IN;;;;;;,,;IN UNIV CAMPUS CHILDREN'S CTR;IN UNIV CAMPUS CHILDRENS CTR;UNIV CAMPUS;IN UNIVERSITY CAMPUS CHILDRENS CTR;IN UNIVERSITY CAMPUS CHILDRENS CTR || IN UNIV CAMPUS CHILDRENS CENTER || IN UNIV CAMPUS CHILDRENS CENTRE || IN UNIV CAMPUS CHILDRENS CTR || IN UNIV CAMPUS || UNIV CAMPUS;UNIV->UNIVERSITY || CTR->CENTER || CTR->CENTRE
2448408;College/University Based;EARLY CHILDHOOD DEV CENTER;Notre Dame;IN;;;;;;,,;EARLY CHILDHOOD DEV CENTER;EARLY CHILDHOOD DEV CENTER;CHILDHOOD;EARLY CHILDHOOD DEVELOPMENT CENTER;EARLY CHILDHOOD DEVELOPMENT CENTER || EARLY CHILDHOOD DEV CENTER || CHILDHOOD;DEV->DEVELOPMENT
2451924;YMCA/YWCA;DUBUQUE YWCA PRE-SCHOOL;Dubuque;IA;;;;;;,,;DUBUQUE YWCA PRE-SCHOOL;DUBUQUE YWCA PRESCHOOL;YWCA;DUBUQUE YWCA PRESCHOOL;DUBUQUE YWCA PRESCHOOL || DUBUQUE YWCA || YWCA;removed city tokens from core: DUBUQUE
2460822;College/University Based;HILLTOP CHILD DEV CTR;Lawrence;KS;;;;;;,,;HILLTOP CHILD DEV CTR;HILLTOP CHILD DEV CTR;HILLTOP;HILLTOP CHILD DEVELOPMENT CENTER;HILLTOP CHILD DEVELOPMENT CENTER || HILLTOP CHILD DEVELOPMENT CTR || HILLTOP CHILD DEV CENTER || HILLTOP CHILD DEV CENTRE || HILLTOP CHILD DEV CTR || HILLTOP;DEV->DEVELOPMENT || CTR->CENTER || CTR->CENTRE || DEV CTR->DEVELOPMENT CENTER
2462387;Montessori;HIGHLAWN MONTESSORI SCHOOL;Prairie;KS;;;;;;,,;HIGHLAWN MONTESSORI SCHOOL;HIGHLAWN MONTESSORI SCHOOL;HIGHLAWN MONTESSORI;HIGHLAWN MONTESSORI SCHOOL;HIGHLAWN MONTESSORI SCHOOL || HIGHLAWN MONTESSORI;
2474536;College/University Based;ALICE LLOYD COLLEGE DAYCARE;Pippa Passes;KY;;;;;;,,;ALICE LLOYD COLLEGE DAYCARE;ALICE LLOYD COLLEGE DAYCARE;ALICE LLOYD COLLEGE;ALICE LLOYD COLLEGE DAYCARE;ALICE LLOYD COLLEGE DAYCARE || ALICE LLOYD COLLEGE;
2475322;YMCA/YWCA;TELFORD COMMUNITY CENTER YMCA;Richmond;KY;;;;;;,,;TELFORD COMMUNITY CENTER YMCA;TELFORD COMMUNITY CENTER YMCA;TELFORD COMMUNITY YMCA;TELFORD COMMUNITY CENTER YMCA;TELFORD COMMUNITY CENTER YMCA || TELFORD COMMUNITY YMCA;
2490176;Church/Synagogue;FIRST ASSEMBLY CHRN ACAD & PS;Leesville;LA;;;;;;,,;FIRST ASSEMBLY CHRN ACAD & PS;FIRST ASSEMBLY CHRN ACAD AND PS;FIRST ASSEMBLY CHRN ACAD PS;FIRST ASSEMBLY CHILDREN ACAD AND PS;FIRST ASSEMBLY CHILDREN ACAD AND PS || FIRST ASSEMBLY CHRN ACADEMY AND PS || FIRST ASSEMBLY CHRN ACAD AND PS || FIRST ASSEMBLY CHRN ACAD AND || FIRST ASSEMBLY CHRN ACAD PS;CHRN->CHILDREN || ACAD->ACADEMY
2491962;Church/Synagogue;MONSGNR SLADE EDUC CTR;Glen Burnie;MD;;;;;;,,;MONSGNR SLADE EDUC CTR;MONSGNR SLADE EDUC CTR;MONSGNR SLADE EDUC;MONSGNR SLADE EDUCATION CTR;MONSGNR SLADE EDUCATION CTR || MONSGNR SLADE EDUC CENTER || MONSGNR SLADE EDUC CENTRE || MONSIGNOR SLADE EDUC CTR || MONSGNR SLADE EDUC CTR || MONSGNR SLADE EDUC;MONSGNR->MONSIGNOR || EDUC->EDUCATION || CTR->CENTER || CTR->CENTRE
2494859;Church/Synagogue;GOOD SHEPHERD EDUCATION CENTER;Waldorf;MD;;;;;;,,;GOOD SHEPHERD EDUCATION CENTER;GOOD SHEPHERD EDUCATION CENTER;GOOD SHEPHERD EDUCATION;GOOD SHEPHERD EDUCATION CENTER;GOOD SHEPHERD EDUCATION CENTER || GOOD SHEPHERD EDUCATION;
2495281;YMCA/YWCA;YMCA CHILD CARE CENTER;Hagerstown;MD;;;;;;,,;YMCA CHILD CARE CENTER;YMCA CHILD CARE CENTER;YMCA;YMCA CHILD CARE CENTER;YMCA CHILD CARE CENTER || YMCA;
2495633;Other Chains;CLEMENS CROSSING ELEM SAS;Columbia;MD;;;;;;,,;CLEMENS CROSSING ELEM SAS;CLEMENS CROSSING ELEM SAS;CLEMENS CROSSING ELEM SAS;CLEMENS CROSSING ELEM SAS;CLEMENS CROSSING ELEM SAS;
2496871;Church/Synagogue;GENEVA DAY SCHOOL;Potomac;MD;;;;;;,,;GENEVA DAY SCHOOL;GENEVA DAY SCHOOL;GENEVA;GENEVA DAY SCHOOL;GENEVA DAY SCHOOL || GENEVA;
2499457;Church/Synagogue;WEST PARISH FAMILY SCHOOL;West Barnstable;MA;;;;;;,,;WEST PARISH FAMILY SCHOOL;WEST PARISH FAMILY SCHOOL;PARISH FAMILY;WEST PARISH FAMILY SCHOOL;WEST PARISH FAMILY SCHOOL || WEST PARISH FAMILY || PARISH FAMILY;removed city tokens from core: WEST
2501000;Independent Center;TEMPLE EMANUEL NURSERY SCHOOL;Andover;MA;;;;;;,,;TEMPLE EMANUEL NURSERY SCHOOL;TEMPLE EMANUEL NURSERY SCHOOL;TEMPLE EMANUEL;TEMPLE EMANUEL NURSERY SCHOOL;TEMPLE EMANUEL NURSERY SCHOOL || TEMPLE EMANUEL;
2501048;Independent Center;BEVERLY CHLD LRNG CTR PRE-SCH;Beverly;MA;;;;;;,,;BEVERLY CHLD LRNG CTR PRE-SCH;BEVERLY CHLD LRNG CTR PRE SCH;CHLD LRNG;BEVERLY CHILD LEARNING CENTER PRE SCH;BEVERLY CHILD LEARNING CENTER PRE SCH || BEVERLY CHLD LRNG CTR PRESCHOOL SCH || BEVERLY CHLD LEARNING CTR PRE SCH || BEVERLY CHLD LRNG CENTER PRE SCH || BEVERLY CHLD LRNG CENTRE PRE SCH || BEVERLY CHLD LRNG CTR PRE SCHOOL || BEVERLY CHLD LRNG CTR PRESCHOOL || BEVERLY CHILD LRNG CTR PRE SCH || BEVERLY CHLD LRNG CTR PRE SCH || BEVERLY CHLD LRNG || CHLD LRNG;CHLD->CHILD || LRNG->LEARNING || CTR->CENTER || CTR->CENTRE || PRE->PRESCHOOL || PRE->PRE SCHOOL || SCH->SCHOOL || PRE SCH->PRESCHOOL || CHLD LRNG CTR->CHILD LEARNING CENTER || removed city tokens from core: BEVERLY
2501098;Montessori;HARBORLIGHT MONTESSORI SCH;Beverly;MA;;;;;;,,;HARBORLIGHT MONTESSORI SCH;HARBORLIGHT MONTESSORI SCH;HARBORLIGHT MONTESSORI;HARBORLIGHT MONTESSORI SCHOOL;HARBORLIGHT MONTESSORI SCHOOL || HARBORLIGHT MONTESSORI SCH || HARBORLIGHT MONTESSORI;SCH->SCHOOL
2503618;Independent Center;ARLINGTON HEIGHTS NURSERY;Arlington;MA;;;;;;,,;ARLINGTON HEIGHTS NURSERY;ARLINGTON HEIGHTS NURSERY;HEIGHTS;ARLINGTON HEIGHTS NURSERY;ARLINGTON HEIGHTS NURSERY || ARLINGTON HEIGHTS || HEIGHTS;removed city tokens from core: ARLINGTON
2503761;Independent Center;ABC NURSERY SCHOOL;Chelmsford;MA;;;;;;,,;ABC NURSERY SCHOOL;ABC NURSERY SCHOOL;ABC;ABC NURSERY SCHOOL;ABC NURSERY SCHOOL || ABC;
